country,alpha_2_code_x,alpha_3_code_x,numeric_code_x,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age,alpha_2_code_y,alpha_3_code_y,numeric_code_y,year,"Population, total",GDP per capita (constant 2015 US$),GNI (current US$),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Military expenditure (% of GDP),Fossil fuel energy consumption (% of total),GDP growth (annual %),"Birth rate, crude (per 1,000 people)","Hospital beds (per 1,000 people)"
Sierra Leone,SL,SLE,694,Moderate food poverty,2017,43.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SL,SLE,694,2017,7379299,994.5827426,5718813431,18.2215094,58.652,1.093816897,,3.753803214,33.568,
Jordan,JO,JOR,400,Moderate food poverty,2017,43.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2017,10234226,3940.701992,41401816901,3.323894476,75.502,4.684353741,,2.473598154,23.377,1.45
Lesotho,LS,LSO,426,Moderate food poverty,2009,43.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LS,LSO,426,2009,1980883,952.7479297,2293074893,-16.85969105,44.034,2.72268167,,-1.253757799,28.916,
Senegal,SN,SEN,686,Moderate food poverty,2011,43.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2011,12958897,1139.744479,17532438786,3.403228298,65.262,1.29386016,47.4972165,1.33409108,37.502,
Sierra Leone,SL,SLE,694,Moderate food poverty,2019,43.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SL,SLE,694,2019,7731991,1036.227067,6453832475,14.80499909,60.255,0.672477268,,5.502709374,32.549,
Algeria,DZ,DZA,12,Moderate food poverty,2019,43.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,DZ,DZA,12,2019,43294546,4672.664087,1.90E+11,1.951768211,76.474,5.999941464,,0.9,23.298,
Ghana,GH,GHA,288,Moderate food poverty,2011,43.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2011,26095088,1536.860371,38113676482,8.728459371,61.652,0.435154523,49.82103972,14.04712358,32.957,0.68
Senegal,SN,SEN,686,Moderate food poverty,2016,43.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2016,15034521,1257.409069,18541862787,0.837284943,67.497,1.602097454,,6.356068572,34.673,0.73
Tajikistan,TJ,TJK,762,Moderate food poverty,2017,43.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TJ,TJK,762,2017,9085946,1042.263918,8637196304,,69.905,1.037185337,,7.100000419,28.932,4.49
Benin,BJ,BEN,204,Moderate food poverty,2021,43.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BJ,BEN,204,2021,13413417,1176.377276,17500751812,1.733539627,59.821,0.550883649,,7.155451646,36.608,0.45
Ethiopia,ET,ETH,231,Moderate food poverty,2011,43.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2011,93149970,474.1590343,31883271774,33.24995988,60.721,1.090706474,4.573411803,11.17829623,35.846,6.3
Mali,ML,MLI,466,Moderate food poverty,2015,43.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2015,18593022,704.8216464,12808995433,1.450690576,58.363,2.360174452,,6.171800024,44.342,0.26
Senegal,SN,SEN,686,Moderate food poverty,2019,43.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2019,16352922,1379.608752,22793623628,1.760111512,68.526,1.524737106,,4.613628097,33.47,0.73
Ghana,GH,GHA,288,Moderate food poverty,2017,43.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2017,30008354,1840.29925,57431261825,12.37192155,64.013,0.312701279,,8.128894881,28.978,
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2019,43.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GW,GNB,624,2019,1967696,707.7936738,1615032332,0.246600268,60.882,1.532115129,,5.55045565,32.093,
Senegal,SN,SEN,686,Moderate food poverty,2017,43.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2017,15475002,1312.109328,20409580182,1.318153148,67.75,1.471062517,,7.407486186,34.224,
Nepal,NP,NPL,524,Moderate food poverty,2019,43.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2019,28414064,1077.117965,34539791627,5.568685478,69.558,1.337665483,,6.657055431,20.868,0.29
Ghana,GH,GHA,288,Moderate food poverty,2014,43,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2014,28041592,1725.293876,51920567774,15.48961603,63.045,0.484989051,52.54306013,2.856240163,31.834,0.71
Guyana,GY,GUY,328,Moderate food poverty,2019,43,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GY,GUY,328,2019,807665,6278.630541,5090626464,2.087230892,69.124,1.299612785,,5.352840035,20.828,2.18
Lao People's Democratic Republic,LA,LAO,418,Moderate food poverty,2017,43,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LA,LAO,418,2017,7018147,2351.574417,16170183137,0.825478608,67.434,,,6.892530873,23.715,1.58
Lao People's Democratic Republic,LA,LAO,418,Moderate food poverty,2017,43,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LA,LAO,418,2017,7018147,2351.574417,16170183137,0.825478608,67.434,,,6.892530873,23.715,1.58
Lao People's Democratic Republic,LA,LAO,418,Moderate food poverty,2017,43,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LA,LAO,418,2017,7018147,2351.574417,16170183137,0.825478608,67.434,,,6.892530873,23.715,1.58
Nepal,NP,NPL,524,Moderate food poverty,2022,43,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2022,29715436,1113.554623,41421597989,7.650791768,70.484,1.11017534,,5.631314559,20.165,
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2020,43,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PS,PSE,275,2020,4803269,2922.468011,18024400000,-0.735332001,74.403,,,-11.31846611,28.8,
Azerbaijan,AZ,AZE,31,Moderate food poverty,2006,42.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,AZ,AZE,31,2006,8484550,3501.164825,18470079300,8.328924829,68.165,3.417759333,97.60562064,34.5,17.6,6.96
Mozambique,MZ,MOZ,508,Moderate food poverty,2011,42.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MZ,MOZ,508,2011,23649039,514.8699572,14364079955,11.16660561,54.869,0.826553225,9.031287519,7.134058423,41.605,0.84
Myanmar,MM,MMR,104,Moderate food poverty,2016,42.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MM,MMR,104,2016,51495696,1225.37914,61653951996,6.928825258,65.685,4.089297083,,5.862472915,18.33,1.06
Nepal,NP,NPL,524,Moderate food poverty,2019,42.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2019,28414064,1077.117965,34539791627,5.568685478,69.558,1.337665483,,6.657055431,20.868,0.29
Senegal,SN,SEN,686,Moderate food poverty,2011,42.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2011,12958897,1139.744479,17532438786,3.403228298,65.262,1.29386016,47.4972165,1.33409108,37.502,
Timor-Leste,TL,TLS,626,Moderate food poverty,2009,42.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TL,TLS,626,2009,1058782,1120.096984,2523605900,0.669681186,64.854,5.018709589,,10.14695442,32.315,5.9
Paraguay,PY,PRY,600,Moderate food poverty,2016,42.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PY,PRY,600,2016,6249126,6041.958794,34772206411,4.086822806,73.534,0.950953302,,4.268025833,22.263,0.89
Gambia,GM,GMB,270,Moderate food poverty,2020,42.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2020,2515733,670.7586429,1785259980,5.931276366,62.612,0.80932491,,0.591487288,33.719,1.11
Nepal,NP,NPL,524,Moderate food poverty,2019,42.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NP,NPL,524,2019,28414064,1077.117965,34539791627,5.568685478,69.558,1.337665483,,6.657055431,20.868,0.29
Nigeria,NG,NGA,566,Moderate food poverty,2016,42.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NG,NGA,566,2016,195443700,2481.814904,3.98E+11,15.69681264,52.043,0.432947785,,-1.616868949,39.128,
Sudan,SD,SDN,736,Moderate food poverty,2014,42.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SD,SDN,736,2014,38823318,1307.389648,48568747978,36.90664279,64.269,,31.72652659,4.661379542,36.349,0.8
Tajikistan,TJ,TJK,762,Moderate food poverty,2017,42.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TJ,TJK,762,2017,9085946,1042.263918,8637196304,,69.905,1.037185337,,7.100000419,28.932,4.49
Ghana,GH,GHA,288,Moderate food poverty,2017,42.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2017,30008354,1840.29925,57431261825,12.37192155,64.013,0.312701279,,8.128894881,28.978,
Jordan,JO,JOR,400,Moderate food poverty,2019,42.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2019,10671891,3919.064269,44510471127,0.761514047,76.044,4.566237503,,1.751240779,22.6,1.36
Mali,ML,MLI,466,Moderate food poverty,2021,42.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2021,22388630,728.6718526,18419319470,3.925602831,58.941,3.408679587,,3.052613569,41.643,
Senegal,SN,SEN,686,Moderate food poverty,2017,42.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2017,15475002,1312.109328,20409580182,1.318153148,67.75,1.471062517,,7.407486186,34.224,
Senegal,SN,SEN,686,Moderate food poverty,2018,42.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2018,15914498,1355.096109,22515158389,0.460985642,68.097,1.666927568,,6.209241034,33.955,
Burkina Faso,BF,BFA,854,Moderate food poverty,2019,42.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BF,BFA,854,2019,20961952,717.0215951,15326465625,-3.23338934,60.039,2.212552085,,5.889204971,36.689,
Mali,ML,MLI,466,Moderate food poverty,2015,42.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ML,MLI,466,2015,18593022,704.8216464,12808995433,1.450690576,58.363,2.360174452,,6.171800024,44.342,0.26
Mauritania,MR,MRT,478,Moderate food poverty,2020,42.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MR,MRT,478,2020,4600131,1553.306156,8155048186,2.385694885,64.532,2.389269181,,-0.360657384,33.427,
Nigeria,NG,NGA,566,Moderate food poverty,2016,42.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NG,NGA,566,2016,195443700,2481.814904,3.98E+11,15.69681264,52.043,0.432947785,,-1.616868949,39.128,
Senegal,SN,SEN,686,Moderate food poverty,2019,42.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2019,16352922,1379.608752,22793623628,1.760111512,68.526,1.524737106,,4.613628097,33.47,0.73
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2020,42.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PS,PSE,275,2020,4803269,2922.468011,18024400000,-0.735332001,74.403,,,-11.31846611,28.8,
Jordan,JO,JOR,400,Moderate food poverty,2017,42.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2017,10234226,3940.701992,41401816901,3.323894476,75.502,4.684353741,,2.473598154,23.377,1.45
Papua New Guinea,PG,PNG,598,Moderate food poverty,2017,42.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PG,PNG,598,2017,9178714,2584.888364,21662807668,5.42204568,65.103,0.355034483,,3.534610818,27.216,
Paraguay,PY,PRY,600,Moderate food poverty,2016,42.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PY,PRY,600,2016,6249126,6041.958794,34772206411,4.086822806,73.534,0.950953302,,4.268025833,22.263,0.89
Sudan,SD,SDN,736,Moderate food poverty,2014,42.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SD,SDN,736,2014,38823318,1307.389648,48568747978,36.90664279,64.269,,31.72652659,4.661379542,36.349,0.8
Iraq,IQ,IRQ,368,Moderate food poverty,2018,42.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,IQ,IRQ,368,2018,40265624,4749.009218,2.26E+11,0.367441489,71.514,2.788104308,,2.633850991,28.429,1.05
Cambodia,KH,KHM,116,Moderate food poverty,2014,42,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,KH,KHM,116,2014,15396772,1464.531159,21110279793,3.855688614,69.736,1.656794879,30.6290814,8.000320746,22.775,
Nigeria,NG,NGA,566,Moderate food poverty,2016,42,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NG,NGA,566,2016,195443700,2481.814904,3.98E+11,15.69681264,52.043,0.432947785,,-1.616868949,39.128,
Benin,BJ,BEN,204,Moderate food poverty,2021,41.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BJ,BEN,204,2021,13413417,1176.377276,17500751812,1.733539627,59.821,0.550883649,,7.155451646,36.608,0.45
Ghana,GH,GHA,288,Moderate food poverty,2017,41.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GH,GHA,288,2017,30008354,1840.29925,57431261825,12.37192155,64.013,0.312701279,,8.128894881,28.978,
Lesotho,LS,LSO,426,Moderate food poverty,2009,41.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,LS,LSO,426,2009,1980883,952.7479297,2293074893,-16.85969105,44.034,2.72268167,,-1.253757799,28.916,
Paraguay,PY,PRY,600,Moderate food poverty,2016,41.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PY,PRY,600,2016,6249126,6041.958794,34772206411,4.086822806,73.534,0.950953302,,4.268025833,22.263,0.89
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2020,41.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PS,PSE,275,2020,4803269,2922.468011,18024400000,-0.735332001,74.403,,,-11.31846611,28.8,
Sudan,SD,SDN,736,Moderate food poverty,2014,41.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SD,SDN,736,2014,38823318,1307.389648,48568747978,36.90664279,64.269,,31.72652659,4.661379542,36.349,0.8
Ivory Coast,CI,CIV,384,Moderate food poverty,2021,41.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CI,CIV,384,2021,29639736,2146.476353,70557249155,4.091951897,58.598,0.910633113,,7.063329102,33.934,
Ethiopia,ET,ETH,231,Moderate food poverty,2019,41.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2019,115737383,774.5121694,95323016754,15.80963217,65.838,0.579949537,,8.364085699,33.123,
Mauritania,MR,MRT,478,Moderate food poverty,2020,41.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MR,MRT,478,2020,4600131,1553.306156,8155048186,2.385694885,64.532,2.389269181,,-0.360657384,33.427,
Papua New Guinea,PG,PNG,598,Moderate food poverty,2017,41.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PG,PNG,598,2017,9178714,2584.888364,21662807668,5.42204568,65.103,0.355034483,,3.534610818,27.216,
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2014,41.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ST,STP,678,2014,196767,1301.321464,301248736.1,6.99849944,66.845,,,4.906210487,34.032,
Dominican Republic,DO,DOM,214,Moderate food poverty,2013,41.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,DO,DOM,214,2013,10193833,6098.905037,59709859337,4.830950967,72.713,0.611824773,86.76671153,4.875205093,21.166,1.72
Uzbekistan,UZ,UZB,860,Moderate food poverty,2017,41.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,UZ,UZB,860,2017,31819178,2995.767614,70916116487,13.87574254,71.01,,,4.395274633,22.1,4.25
Georgia,GE,GEO,268,Moderate food poverty,2018,41.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GE,GEO,268,2018,3726549,4713.653548,17228317459,2.615244714,73.341,1.897113157,,6.062036413,14.395,4.24
Burkina Faso,BF,BFA,854,Moderate food poverty,2019,41.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BF,BFA,854,2019,20961952,717.0215951,15326465625,-3.23338934,60.039,2.212552085,,5.889204971,36.689,
Papua New Guinea,PG,PNG,598,Moderate food poverty,2017,41.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PG,PNG,598,2017,9178714,2584.888364,21662807668,5.42204568,65.103,0.355034483,,3.534610818,27.216,
Azerbaijan,AZ,AZE,31,Moderate food poverty,2006,41.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,AZ,AZE,31,2006,8484550,3501.164825,18470079300,8.328924829,68.165,3.417759333,97.60562064,34.5,17.6,6.96
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2008,41.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ST,STP,678,2008,173793,1214.141147,187949230,31.99010395,65.079,,,6.22878507,37.81,
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2019,41.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ST,STP,678,2019,213392,1420.660083,412519347.9,7.720245252,68.523,,,2.014316721,28.917,2.89
Timor-Leste,TL,TLS,626,Moderate food poverty,2009,41.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,TL,TLS,626,2009,1058782,1120.096984,2523605900,0.669681186,64.854,5.018709589,,10.14695442,32.315,5.9
Angola,AO,AGO,24,Moderate food poverty,2015,41.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,AO,AGO,24,2015,28157798,3213.902611,85895384573,9.355972155,60.655,3.105426293,,0.943571561,42.02,
Swaziland,SZ,SWZ,748,Moderate food poverty,2006,41.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SZ,SWZ,748,2006,1084436,2792.138435,3305330021,5.304639463,43.12,1.809932745,0,5.992166838,31.229,2.1
Mauritania,MR,MRT,478,Moderate food poverty,2020,41.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MR,MRT,478,2020,4600131,1553.306156,8155048186,2.385694885,64.532,2.389269181,,-0.360657384,33.427,
Uzbekistan,UZ,UZB,860,Moderate food poverty,2017,41.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,UZ,UZB,860,2017,31819178,2995.767614,70916116487,13.87574254,71.01,,,4.395274633,22.1,4.25
Angola,AO,AGO,24,Moderate food poverty,2015,41.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,AO,AGO,24,2015,28157798,3213.902611,85895384573,9.355972155,60.655,3.105426293,,0.943571561,42.02,
Iraq,IQ,IRQ,368,Moderate food poverty,2018,41.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,IQ,IRQ,368,2018,40265624,4749.009218,2.26E+11,0.367441489,71.514,2.788104308,,2.633850991,28.429,1.05
Mozambique,MZ,MOZ,508,Moderate food poverty,2011,41,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MZ,MOZ,508,2011,23649039,514.8699572,14364079955,11.16660561,54.869,0.826553225,9.031287519,7.134058423,41.605,0.84
Angola,AO,AGO,24,Moderate food poverty,2015,40.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,AO,AGO,24,2015,28157798,3213.902611,85895384573,9.355972155,60.655,3.105426293,,0.943571561,42.02,
Swaziland,SZ,SWZ,748,Moderate food poverty,2014,40.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SZ,SWZ,748,2014,1136299,3367.36337,4063414219,5.681348858,53.05,1.822876774,,1.716887833,28.423,
Swaziland,SZ,SWZ,748,Moderate food poverty,2014,40.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SZ,SWZ,748,2014,1136299,3367.36337,4063414219,5.681348858,53.05,1.822876774,,1.716887833,28.423,
Swaziland,SZ,SWZ,748,Moderate food poverty,2014,40.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SZ,SWZ,748,2014,1136299,3367.36337,4063414219,5.681348858,53.05,1.822876774,,1.716887833,28.423,
Jordan,JO,JOR,400,Moderate food poverty,2017,40.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2017,10234226,3940.701992,41401816901,3.323894476,75.502,4.684353741,,2.473598154,23.377,1.45
Bhutan,BT,BTN,64,Moderate food poverty,2015,40.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BT,BTN,64,2015,740618,2954.04082,2045040204,4.548143951,70.343,,,6.66080134,17.152,1.72
Gambia,GM,GMB,270,Moderate food poverty,2013,40.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2013,2103820,638.5223685,1345939442,5.699129896,62.114,0.739511153,,2.87276879,39.398,
"Palestinian Territory, Occupied",PS,PSE,275,Moderate food poverty,2014,40.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,PS,PSE,275,2014,4173398,3227.849345,15472300000,1.7329851,72.622,,,-0.157866651,32.477,
Benin,BJ,BEN,204,Moderate food poverty,2021,40.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BJ,BEN,204,2021,13413417,1176.377276,17500751812,1.733539627,59.821,0.550883649,,7.155451646,36.608,0.45
Ivory Coast,CI,CIV,384,Moderate food poverty,2021,40.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,CI,CIV,384,2021,29639736,2146.476353,70557249155,4.091951897,58.598,0.910633113,,7.063329102,33.934,
Gambia,GM,GMB,270,Moderate food poverty,2013,40.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2013,2103820,638.5223685,1345939442,5.699129896,62.114,0.739511153,,2.87276879,39.398,
Senegal,SN,SEN,686,Moderate food poverty,2018,40.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SN,SEN,686,2018,15914498,1355.096109,22515158389,0.460985642,68.097,1.666927568,,6.209241034,33.955,
Uzbekistan,UZ,UZB,860,Moderate food poverty,2017,40.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,UZ,UZB,860,2017,31819178,2995.767614,70916116487,13.87574254,71.01,,,4.395274633,22.1,4.25
Ethiopia,ET,ETH,231,Moderate food poverty,2019,40.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2019,115737383,774.5121694,95323016754,15.80963217,65.838,0.579949537,,8.364085699,33.123,
Gambia,GM,GMB,270,Moderate food poverty,2013,40.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GM,GMB,270,2013,2103820,638.5223685,1345939442,5.699129896,62.114,0.739511153,,2.87276879,39.398,
Nigeria,NG,NGA,566,Moderate food poverty,2013,40.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NG,NGA,566,2013,181049443,2495.341066,4.94E+11,8.495518383,51.707,0.469695305,18.58926314,6.671335393,40.603,
Burkina Faso,BF,BFA,854,Moderate food poverty,2019,40.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,BF,BFA,854,2019,20961952,717.0215951,15326465625,-3.23338934,60.039,2.212552085,,5.889204971,36.689,
Sierra Leone,SL,SLE,694,Moderate food poverty,2019,40.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SL,SLE,694,2019,7731991,1036.227067,6453832475,14.80499909,60.255,0.672477268,,5.502709374,32.549,
Guyana,GY,GUY,328,Moderate food poverty,2019,40.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GY,GUY,328,2019,807665,6278.630541,5090626464,2.087230892,69.124,1.299612785,,5.352840035,20.828,2.18
Iraq,IQ,IRQ,368,Moderate food poverty,2018,40.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,IQ,IRQ,368,2018,40265624,4749.009218,2.26E+11,0.367441489,71.514,2.788104308,,2.633850991,28.429,1.05
Sao Tome and Principe,ST,STP,678,Moderate food poverty,2008,40.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ST,STP,678,2008,173793,1214.141147,187949230,31.99010395,65.079,,,6.22878507,37.81,
Azerbaijan,AZ,AZE,31,Moderate food poverty,2006,40,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,AZ,AZE,31,2006,8484550,3501.164825,18470079300,8.328924829,68.165,3.417759333,97.60562064,34.5,17.6,6.96
Georgia,GE,GEO,268,Moderate food poverty,2018,39.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,GE,GEO,268,2018,3726549,4713.653548,17228317459,2.615244714,73.341,1.897113157,,6.062036413,14.395,4.24
Sierra Leone,SL,SLE,694,Moderate food poverty,2008,39.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SL,SLE,694,2008,5894722,834.0321317,3612680466,8.211124323,51.526,0.943706279,,5.435893044,40.324,
Swaziland,SZ,SWZ,748,Moderate food poverty,2006,39.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,SZ,SWZ,748,2006,1084436,2792.138435,3305330021,5.304639463,43.12,1.809932745,0,5.992166838,31.229,2.1
Ethiopia,ET,ETH,231,Moderate food poverty,2016,39.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2016,106718162,662.3272959,74054063837,6.628133372,64.392,0.68356721,,9.433482658,33.315,0.33
Maldives,MV,MDV,462,Moderate food poverty,2009,39.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,MV,MDV,462,2009,348275,8329.529843,2089951648,4.530176591,77.069,,,-8.157763215,21.644,3.91
Jordan,JO,JOR,400,Moderate food poverty,2019,39.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,JO,JOR,400,2019,10671891,3919.064269,44510471127,0.761514047,76.044,4.566237503,,1.751240779,22.6,1.36
Nigeria,NG,NGA,566,Moderate food poverty,2013,39.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,NG,NGA,566,2013,181049443,2495.341066,4.94E+11,8.495518383,51.707,0.469695305,18.58926314,6.671335393,40.603,
Ethiopia,ET,ETH,231,Moderate food poverty,2016,39.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old,ET,ETH,231,2016,106718162,662.3272959,74054063837,6.628133372,64.392,0.68356721,,9.433482658,33.315,0.33
